l1_subset,l1_algo,l2_subset,l2_algo,accuracy,macro_f1,weighted_f1,false_alarm_rate,forwarded,recall_Normal,recall_DoS,recall_Probe,recall_R2L,recall_U2R,latency_us
GWO,XGBoost,MVO,GBM,0.7702714691270405,0.5039296191207867,0.7207240912019807,0.030686849963958398,0.39952980837473384,0.9693131500360416,0.8011531241619737,0.8104089219330854,0.002541757443718228,0.04,0.9455588977670546
PSO,GBM,MFO,LightGBM,0.7516855926188787,0.5038481005034796,0.7162893905888044,0.03140768201009165,0.4156760113555713,0.9685923179899083,0.7156074014481094,0.8046261875258158,0.09041394335511982,0.03,1.1499110945734035
MVO,GBM,MVO,CatBoost,0.7445883605393896,0.5037769810024952,0.7104839945452871,0.07671712490989599,0.39513839602555,0.923282875090104,0.7668275677125235,0.8273440726972325,0.03522149600580973,0.005,0.8179653156127267
GWO,Extra Trees,GA,GBM,0.7594481902058198,0.5037521706232477,0.7167598251164042,0.03233446606940583,0.38972675656493966,0.9676655339305942,0.7723250201126307,0.7624948368442792,0.04066811909949165,0.03,2.6434637304972197
PSO,LightGBM,GA,Random Forest,0.769916607523066,0.5036965126468514,0.7187973204334024,0.030583873957367932,0.41026437189496096,0.969416126042632,0.7665593993027622,0.9153242461792648,0.0010893246187363835,0.035,1.909116292695653
PSO,Random Forest,MVO,GBM,0.772444996451384,0.5036809737078547,0.7224116102903483,0.028318401812377717,0.4027235628105039,0.9716815981876222,0.7984714400643604,0.8306484923585296,0.0018155410312273058,0.035,3.058326891572909
GWO,Extra Trees,GA,Extra Trees,0.7540365507452094,0.5034687157215592,0.7124482289007334,0.03233446606940583,0.38972675656493966,0.9676655339305942,0.7526146419951729,0.7633209417596035,0.048293391430646336,0.04,3.1651605206411664
MVO,Extra Trees,GA,LightGBM,0.7360716820440029,0.5032657332764668,0.7034847240113339,0.04922253115024199,0.3992193044712562,0.950777468849758,0.7103781174577635,0.7649731515902519,0.07371096586782862,0.04,3.7641199601804383
PSO,Random Forest,MFO,CatBoost,0.7649929027679205,0.5031785264256357,0.7152747701035495,0.028318401812377717,0.4027235628105039,0.9716815981876222,0.775408956824886,0.8302354399008675,0.002178649237472767,0.055,2.6063454655756444
PSO,LightGBM,MFO,GBM,0.7579400283889283,0.5029657169440326,0.7152511626656658,0.030583873957367932,0.41026437189496096,0.969416126042632,0.7208366854384554,0.916150351094589,0.027233115468409588,0.02,1.3803851663568238
GWO,Random Forest,MFO,GBM,0.7468949609652236,0.5027532598408747,0.7119493046469549,0.04706003501184224,0.3941625266146203,0.9529399649881578,0.7488602842585144,0.7406030565881867,0.07298474945533769,0.025,2.9543103057518083
PSO,LightGBM,MFO,CatBoost,0.7612668559261888,0.5025179711952885,0.7145716130371546,0.030583873957367932,0.41026437189496096,0.969416126042632,0.7306248323947439,0.9153242461792648,0.02795933188090051,0.03,0.7923006021100187
GWO,Extra Trees,MFO,Random Forest,0.7582061745919092,0.5018540350506603,0.71527062419602,0.03233446606940583,0.38972675656493966,0.9676655339305942,0.7687047465808527,0.7641470466749277,0.038852578068264344,0.03,3.237754369777668
PSO,LightGBM,MVO,GBM,0.7688076650106459,0.50180924968238,0.722429985798007,0.030583873957367932,0.41026437189496096,0.969416126042632,0.7634754625905068,0.9153242461792648,0.0014524328249818446,0.02,1.2527451674860182
PSO,LightGBM,MVO,Random Forest,0.767388218594748,0.5015155754670729,0.7217400830461397,0.030583873957367932,0.41026437189496096,0.969416126042632,0.7566371681415929,0.9173895084675754,0.006535947712418301,0.02,1.931357634909018
MVO,GBM,MVO,LightGBM,0.7425922640170334,0.5013385401238228,0.7083076283633732,0.07671712490989599,0.39513839602555,0.923282875090104,0.7589165996245643,0.8339529120198265,0.03449527959331881,0.005,1.2586515421989337
PSO,LightGBM,GA,LightGBM,0.7605127750177431,0.5010012225833449,0.7139619717756304,0.030583873957367932,0.41026437189496096,0.969416126042632,0.7337087691069992,0.9140850888062784,0.014524328249818447,0.03,1.7103161941319156
GWO,GBM,GA,XGBoost,0.7404630943931867,0.5009724856900113,0.7057238641134319,0.07599629286376275,0.39957416607523066,0.9240037071362373,0.7721909359077501,0.7244940107393639,0.07262164124909223,0.035,0.7550290336289885
GWO,GBM,GA,Extra Trees,0.7393541518807665,0.5005793316684221,0.7059374237760669,0.07599629286376275,0.39957416607523066,0.9240037071362373,0.7657548940734782,0.7236679058240396,0.08169934640522876,0.035,1.7807502690994577
GWO,GBM,GA,Random Forest,0.7399308019872249,0.5005190751529349,0.7071832096397688,0.07599629286376275,0.39957416607523066,0.9240037071362373,0.7670957361222848,0.724907063197026,0.08169934640522876,0.035,1.7836751320729645
MVO,Extra Trees,GA,CatBoost,0.7386000709723208,0.4996070406693599,0.7064630365566188,0.04922253115024199,0.3992193044712562,0.950777468849758,0.7239206221507106,0.7662123089632383,0.05664488017429194,0.04,2.9324981113162796
GWO,Extra Trees,MFO,Extra Trees,0.7571415897799858,0.49954637076048564,0.7136618572403727,0.03233446606940583,0.38972675656493966,0.9676655339305942,0.7720568517028694,0.7488641057414291,0.03449527959331881,0.03,3.2344743963427156
GWO,Random Forest,GA,Random Forest,0.7555003548616039,0.49950219620337677,0.7144580153242253,0.04706003501184224,0.3941625266146203,0.9529399649881578,0.7866720300348619,0.7397769516728625,0.04103122730573711,0.035,3.462290064498358
GWO,Random Forest,GA,Extra Trees,0.7491572036905607,0.49896197599145875,0.7090068207506349,0.04706003501184224,0.3941625266146203,0.9529399649881578,0.7645481362295522,0.7385377942998761,0.04974582425562818,0.04,3.459404814455887
GWO,GBM,GA,LightGBM,0.7336763662171752,0.49885680756808626,0.7020081689034431,0.07599629286376275,0.39957416607523066,0.9240037071362373,0.7430946634486457,0.724907063197026,0.09586056644880174,0.03,1.5900551420348903
GWO,Random Forest,MFO,CatBoost,0.7495564229950319,0.4988140417893175,0.710604051205659,0.04706003501184224,0.3941625266146203,0.9529399649881578,0.7620005363368195,0.7406030565881867,0.058823529411764705,0.03,2.389306582333373
MVO,Random Forest,MFO,Extra Trees,0.7411728176011355,0.4986437305434818,0.6980435430832281,0.07362784471218206,0.39930801987224984,0.9263721552878179,0.7768838830785734,0.748451053283767,0.03631082062454612,0.035,3.3789180830418477
GWO,Random Forest,GA,GBM,0.7535042583392477,0.49816456189613856,0.7123108002146415,0.04706003501184224,0.3941625266146203,0.9529399649881578,0.7805041566103513,0.738124741842214,0.043209876543209874,0.03,2.9317702051662087
PSO,LightGBM,MFO,XGBoost,0.7605571327182399,0.49805317678373184,0.7137984022607228,0.030583873957367932,0.41026437189496096,0.969416126042632,0.7288817377312953,0.9153242461792648,0.027596223674655047,0.02,0.7888554044813549
GWO,GBM,GA,GBM,0.7361160397444997,0.4975542154701319,0.7018241341946464,0.07599629286376275,0.39957416607523066,0.9240037071362373,0.7562349155269509,0.7232548533663775,0.08169934640522876,0.03,1.2458715204519877
GWO,Random Forest,MFO,XGBoost,0.7477821149751597,0.49740707579884846,0.7075855291681324,0.04706003501184224,0.3941625266146203,0.9529399649881578,0.7571735049611156,0.7406030565881867,0.05773420479302832,0.025,2.385996600051147
GWO,Extra Trees,GA,CatBoost,0.7485805535841022,0.49707852455308926,0.7084117505102866,0.03233446606940583,0.38972675656493966,0.9676655339305942,0.7430946634486457,0.7649731515902519,0.02832244008714597,0.035,2.167317299910198
MVO,Random Forest,GA,XGBoost,0.7417938254080908,0.49693600620471023,0.7016781788305171,0.07362784471218206,0.39930801987224984,0.9263721552878179,0.7729954411370341,0.7682775712515489,0.03413217138707335,0.04,2.2828621271552754
PSO,Random Forest,MFO,XGBoost,0.76375088715401,0.4964218999231571,0.7138006319582858,0.028318401812377717,0.4027235628105039,0.9716815981876222,0.7725931885223921,0.8306484923585296,0.00036310820624546115,0.04,2.6029635919384253
PSO,LightGBM,GA,Extra Trees,0.7632185947480482,0.49636881374996583,0.7150671747176295,0.030583873957367932,0.41026437189496096,0.969416126042632,0.7467149369804237,0.9140850888062784,0.0010893246187363835,0.035,1.9061131779485434
PSO,Random Forest,MFO,LightGBM,0.7593151171043293,0.49563425442626363,0.709673262489851,0.028318401812377717,0.4027235628105039,0.9716815981876222,0.7586484312148029,0.8306484923585296,0.0010893246187363835,0.05,3.0428839995657846
MVO,Random Forest,MFO,Random Forest,0.7427253371185237,0.4954835815148283,0.7021363957429207,0.07362784471218206,0.39930801987224984,0.9263721552878179,0.7737999463663181,0.7691036761668731,0.0392156862745098,0.035,3.382278693201356
MVO,GBM,MVO,Random Forest,0.7417494677075941,0.4946883986750489,0.7035228427700616,0.07671712490989599,0.39513839602555,0.923282875090104,0.7546259050683829,0.8133002891367204,0.05737109658678286,0.005,1.9277560919607168
MVO,GBM,MFO,Extra Trees,0.7334545777146912,0.4944908528474497,0.6926852233829506,0.07671712490989599,0.39513839602555,0.923282875090104,0.7388039688924645,0.7893432465923172,0.052650689905591866,0.015,1.9737187183917717
GWO,GBM,MFO,Extra Trees,0.7288857345635202,0.4944497242070221,0.6934516643492517,0.07599629286376275,0.39957416607523066,0.9240037071362373,0.7382676320729418,0.7116893845518381,0.0813362381989833,0.03,1.851815531143568
GWO,Random Forest,MFO,LightGBM,0.7429914833215047,0.4942973166377069,0.7029531348029793,0.04706003501184224,0.3941625266146203,0.9529399649881578,0.7426924108340037,0.7401900041305246,0.05773420479302832,0.03,2.816565246617588
MVO,GBM,GA,Extra Trees,0.7359829666430092,0.49361494289952673,0.6982747091951126,0.07671712490989599,0.39513839602555,0.923282875090104,0.7371949584338965,0.8091697645600991,0.06027596223674655,0.015,1.9034423691145812
MVO,Random Forest,MVO,GBM,0.748403122782115,0.4935580505478381,0.7048643836529561,0.07362784471218206,0.39930801987224984,0.9263721552878179,0.7976669348350764,0.7691036761668731,0.021423384168482208,0.03,2.671980723372829
PSO,LightGBM,MFO,Random Forest,0.7603797019162527,0.4934283321133418,0.7109226830590613,0.030583873957367932,0.41026437189496096,0.969416126042632,0.7374631268436578,0.9157372986369269,0.002178649237472767,0.025,1.9825325395082407
MVO,Random Forest,MFO,XGBoost,0.7377572746628814,0.4925490040369465,0.6936363749208392,0.07362784471218206,0.39930801987224984,0.9263721552878179,0.7630732099758648,0.7695167286245354,0.027596223674655047,0.03,2.2204794100883682
PSO,LightGBM,MFO,Extra Trees,0.7589602555003548,0.4923513312511794,0.7099882799167401,0.030583873957367932,0.41026437189496096,0.969416126042632,0.7402788951461517,0.8950846757538208,0.0010893246187363835,0.025,1.9790797197609296
GWO,Random Forest,MFO,Random Forest,0.7482700496806246,0.49200245088568295,0.706868685444922,0.04706003501184224,0.3941625266146203,0.9529399649881578,0.7652185572539555,0.7401900041305246,0.03994190268700073,0.03,3.5328249081762317
MVO,GBM,MVO,Extra Trees,0.7409510290986515,0.49175772779982835,0.701640555793417,0.07671712490989599,0.39513839602555,0.923282875090104,0.7551622418879056,0.8124741842213962,0.05010893246187364,0.005,2.0446117200599874
GWO,Random Forest,MFO,Extra Trees,0.7471611071682044,0.4916395719100423,0.704191982347509,0.04706003501184224,0.3941625266146203,0.9529399649881578,0.7680343255564495,0.7261462205700124,0.03558460421205519,0.03,3.529507602924355
MVO,GBM,GA,Random Forest,0.7351845280340668,0.4913336814520881,0.6979686299080587,0.07671712490989599,0.39513839602555,0.923282875090104,0.7371949584338965,0.8095828170177612,0.05337690631808279,0.015,1.906334762472485
MVO,GBM,MFO,Random Forest,0.7350958126330731,0.4912788085181483,0.6967331560999905,0.07671712490989599,0.39513839602555,0.923282875090104,0.7359882005899705,0.8099958694754233,0.05555555555555555,0.015,1.9770442366433718
GWO,GBM,MFO,Random Forest,0.7295067423704755,0.49074637426416823,0.6963220915716714,0.07599629286376275,0.39957416607523066,0.9240037071362373,0.7357200321802092,0.7253201156546881,0.0813362381989833,0.03,1.855178381212092
MVO,Extra Trees,MVO,GBM,0.7576295244854506,0.4904303394293585,0.709781724502485,0.04922253115024199,0.3992193044712562,0.950777468849758,0.8016894609814964,0.7649731515902519,0.0036310820624546117,0.03,3.3188675826463188
GWO,GBM,MVO,XGBoost,0.7370475514549326,0.49024273554464254,0.7048052977946605,0.07599629286376275,0.39957416607523066,0.9240037071362373,0.7665593993027622,0.748451053283767,0.03994190268700073,0.02,0.661477959537285
GWO,GBM,MFO,GBM,0.7256919801277502,0.4901889520824148,0.6941746987217721,0.07599629286376275,0.39957416607523066,0.9240037071362373,0.7240547063555913,0.7257331681123502,0.0813362381989833,0.03,1.268721084493748
MVO,Random Forest,MFO,GBM,0.7373580553584103,0.490094321111032,0.6977640987640844,0.07362784471218206,0.39930801987224984,0.9263721552878179,0.7556985787074283,0.7695167286245354,0.04429920116194626,0.03,2.7962120207925496
MVO,Random Forest,GA,GBM,0.7368257629524485,0.48998252277841897,0.6967554398333227,0.07362784471218206,0.39930801987224984,0.9263721552878179,0.7565030839367123,0.7678645187938868,0.038852578068264344,0.035,2.7733776762650266
MVO,Random Forest,MFO,CatBoost,0.7404630943931867,0.4899136776566844,0.698339860892399,0.07362784471218206,0.39930801987224984,0.9263721552878179,0.7709841780638241,0.768690623709211,0.02868554829339143,0.035,2.2238326016824033
PSO,LightGBM,MFO,LightGBM,0.7537260468417317,0.48975719170628035,0.7064214276840663,0.030583873957367932,0.41026437189496096,0.969416126042632,0.7099758648431215,0.9153242461792648,0.02287581699346405,0.02,1.2370131145976064
MVO,GBM,MFO,GBM,0.7318577004968062,0.4896130310100576,0.6943178851424048,0.07671712490989599,0.39513839602555,0.923282875090104,0.724188790560472,0.8104089219330854,0.060639070442992014,0.015,1.3970973450839792
MVO,Random Forest,GA,Random Forest,0.7378903477643719,0.4895047598429299,0.6985382239794503,0.07362784471218206,0.39930801987224984,0.9263721552878179,0.7598551890587288,0.768690623709211,0.0374001452432825,0.04,3.310823070560323
GWO,Random Forest,GA,CatBoost,0.7434794180269695,0.4889910354161759,0.7053414718969957,0.04706003501184224,0.3941625266146203,0.9529399649881578,0.7546259050683829,0.7401900041305246,0.029048656499636893,0.035,2.450204397950607
GWO,GBM,MVO,CatBoost,0.7361603974449965,0.4888651311268449,0.7037616353483158,0.07599629286376275,0.39957416607523066,0.9240037071362373,0.7665593993027622,0.7414291615035109,0.038852578068264344,0.02,0.6830877973948433
MVO,Random Forest,GA,Extra Trees,0.7307487579843861,0.48883224378347745,0.6914924086425493,0.07362784471218206,0.39930801987224984,0.9263721552878179,0.7361222847948512,0.7674514663362247,0.0439360929557008,0.045,3.3079001557637526
MVO,Random Forest,MFO,LightGBM,0.7320794889992903,0.48783041995504794,0.6877785674444299,0.07362784471218206,0.39930801987224984,0.9263721552878179,0.7460445159560204,0.7691036761668731,0.027233115468409588,0.035,2.6566688042354647
GWO,GBM,MVO,Random Forest,0.7343860894251242,0.4877437820085569,0.6999981505140722,0.07599629286376275,0.39957416607523066,0.9240037071362373,0.7543577366586216,0.7273853779429987,0.06971677559912855,0.02,1.805336934501118
GWO,GBM,MVO,Extra Trees,0.7332771469127041,0.487513894113308,0.7010052221268216,0.07599629286376275,0.39957416607523066,0.9240037071362373,0.7544918208635023,0.7253201156546881,0.06209150326797386,0.02,1.9235043680348218
MVO,GBM,GA,XGBoost,0.7348740241305891,0.48748506393295193,0.6949263853971716,0.07671712490989599,0.39513839602555,0.923282875090104,0.7410834003754357,0.8091697645600991,0.04066811909949165,0.015,0.88910791467731
MVO,GBM,GA,LightGBM,0.7281760113555713,0.48716525199148747,0.6912036634817187,0.07671712490989599,0.39513839602555,0.923282875090104,0.7119871279163315,0.8099958694754233,0.06390704429920116,0.015,1.7148641950591674
MVO,GBM,GA,GBM,0.7312366926898509,0.4869286487218486,0.6927085739536862,0.07671712490989599,0.39513839602555,0.923282875090104,0.7251273799946366,0.8095828170177612,0.05374001452432825,0.015,1.3745014396128423
MVO,Random Forest,GA,LightGBM,0.7225869410929737,0.4855662649372852,0.6868313542632268,0.07362784471218206,0.39930801987224984,0.9263721552878179,0.7106462858675248,0.7691036761668731,0.04502541757443718,0.04,3.1173320458797344
MVO,GBM,MFO,XGBoost,0.7294180269694819,0.4842437800675269,0.6850191773932924,0.07671712490989599,0.39513839602555,0.923282875090104,0.7283454009117726,0.8104089219330854,0.029411764705882353,0.015,0.8273766056757538
MVO,Random Forest,GA,CatBoost,0.724804826117814,0.48327191093945787,0.6919899213665094,0.07362784471218206,0.39930801987224984,0.9263721552878179,0.7240547063555913,0.7703428335398596,0.02578068264342774,0.04,2.285525392160272
MVO,GBM,GA,CatBoost,0.7284421575585521,0.483123374332264,0.6920177195820547,0.07671712490989599,0.39513839602555,0.923282875090104,0.725395548404398,0.812061131763734,0.02795933188090051,0.015,0.8917433695389533
MVO,GBM,MVO,GBM,0.7407735982966643,0.48212391915452485,0.6970288753246516,0.07671712490989599,0.39513839602555,0.923282875090104,0.7662912308930008,0.8108219743907477,0.019970951343500364,0.005,1.2741632862731742
MVO,GBM,MFO,CatBoost,0.7327004968062456,0.4815436365111373,0.6909951327359547,0.07671712490989599,0.39513839602555,0.923282875090104,0.7374631268436578,0.8095828170177612,0.03231663035584604,0.015,0.8306947828274608
GWO,GBM,GA,CatBoost,0.7306156848828956,0.4801410393530479,0.6957512649515128,0.07599629286376275,0.39957416607523066,0.9240037071362373,0.7563689997318316,0.7253201156546881,0.03413217138707335,0.035,0.7576940737495188
MVO,GBM,MFO,LightGBM,0.7244943222143364,0.478941903310725,0.6800153878875955,0.07671712490989599,0.39513839602555,0.923282875090104,0.7134620541700187,0.8104089219330854,0.029411764705882353,0.015,1.2590112560936983
GWO,GBM,MFO,CatBoost,0.724804826117814,0.4729943937103167,0.6858509588796785,0.07599629286376275,0.39957416607523066,0.9240037071362373,0.7373290426387772,0.7257331681123502,0.03812636165577342,0.03,0.6959601638823067
GWO,GBM,MFO,XGBoost,0.721167494677076,0.4712701056755745,0.6783940362825039,0.07599629286376275,0.39957416607523066,0.9240037071362373,0.7282113167068919,0.7257331681123502,0.03340595497458242,0.025,0.6926047373238675
GWO,GBM,MFO,LightGBM,0.7163768630234209,0.46870615934943827,0.6739983300420482,0.07599629286376275,0.39957416607523066,0.9240037071362373,0.7133279699651381,0.7253201156546881,0.03449527959331881,0.03,1.1290848597941014
GWO,GBM,MVO,GBM,0.7296841731724627,0.46165491860455443,0.6855306747283658,0.07599629286376275,0.39957416607523066,0.9240037071362373,0.7656208098685975,0.724907063197026,0.002904865649963689,0.02,1.144406984609629
